constructorId,name,nationality_x,qualifyId,driverId,position,q1,q2,q3,driverRef,code,forename,surname,dob,nationality_y
1,McLaren,British,392,4,2,1:34.942,1:34.057,1:35.310,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,394,1,4,1:35.028,1:34.650,1:36.045,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,414,1,2,1:32.580,1:31.752,1:32.935,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,416,4,4,1:33.049,1:32.214,1:33.192,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,436,4,2,1:21.609,1:20.797,1:21.451,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,438,1,4,1:21.120,1:20.713,1:21.785,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,457,4,1,1:16.059,1:15.431,1:15.726,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,458,1,2,1:15.685,1:15.479,1:15.905,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,479,1,1,1:16.576,1:15.486,1:15.707,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,480,4,2,1:16.562,1:15.522,1:16.163,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,501,1,1,1:12.563,1:12.065,1:12.331,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,502,4,2,1:12.416,1:11.926,1:12.500,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,524,1,2,1:14.805,1:14.795,1:15.104,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,532,4,10,1:15.322,1:15.084,\N,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,545,1,1,1:19.885,1:19.400,1:19.997,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,547,4,3,1:19.330,1:19.152,1:20.147,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,568,4,2,1:31.074,1:30.983,1:31.741,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,576,1,10,1:31.587,1:31.185,1:33.833,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,589,4,1,1:20.425,1:19.661,1:19.674,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,590,1,2,1:19.570,1:19.301,1:19.781,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,612,1,2,1:27.513,1:26.936,1:27.373,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,614,4,4,1:27.328,1:26.841,1:27.574,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,633,4,1,1:21.718,1:21.356,1:21.997,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,634,1,2,1:21.956,1:21.746,1:22.034,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,657,4,3,1:46.058,1:45.442,1:46.091,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,658,1,4,1:46.437,1:45.132,1:46.406,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,677,1,1,1:25.489,1:24.753,1:25.368,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,678,4,2,1:25.379,1:24.806,1:25.438,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,699,1,1,1:35.798,1:35.898,1:35.908,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,702,4,4,1:35.809,1:35.845,1:36.576,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,722,1,2,1:13.033,1:12.296,1:12.082,hamilton,HAM,Lewis,Hamilton,1985-01-07,British
1,McLaren,British,724,4,4,1:12.895,1:12.637,1:12.356,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish
1,McLaren,British,747,31,5,1:33.233,1:31.487,1:32.164,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,764,8,22,\N,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,770,31,6,1:34.536,1:34.568,1:34.916,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,771,8,7,1:34.667,1:34.351,1:34.983,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,790,8,4,1:27.193,1:26.161,1:25.822,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,791,31,5,1:27.079,1:25.902,1:25.976,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,815,31,7,1:24.960,1:23.760,1:24.021,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,816,8,8,1:24.259,1:23.190,1:24.158,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,835,8,5,1:31.263,1:30.203,1:30.933,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,839,31,9,1:31.774,1:30.671,1:31.880,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,861,8,9,1:16.613,1:15.422,1:16.015,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,864,31,12,1:16.195,1:15.801,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,877,8,3,1:13.887,1:13.532,1:14.140,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,878,31,4,1:14.483,1:14.295,1:14.664,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,898,8,2,1:21.648,1:20.497,1:20.397,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,904,31,8,1:22.169,1:20.816,1:21.107,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,921,8,3,1:15.376,1:15.273,1:15.386,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,925,31,7,1:16.251,1:15.253,1:16.228,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,949,8,9,1:12.777,1:12.135,1:13.174,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,951,31,11,1:12.477,1:12.150,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,968,8,6,1:16.154,1:15.742,1:16.281,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,970,37,8,1:16.679,1:15.902,1:16.632,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,985,8,1,1:15.214,1:14.410,1:14.070,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,993,37,9,1:15.655,1:15.021,1:15.936,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1007,8,1,1:20.080,1:19.704,1:19.599,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1011,37,5,1:21.288,1:19.991,1:20.117,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1036,8,8,1:28.236,1:27.202,1:27.866,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1040,37,12,1:28.403,1:27.897,\N,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1051,8,1,1:21.994,1:21.349,1:21.484,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1057,37,7,1:22.422,1:21.878,1:22.280,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1077,8,5,1:44.909,1:45.622,1:45.754,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1079,37,7,1:44.808,1:45.095,1:45.877,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1105,8,11,1:32.080,1:30.827,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1107,37,13,1:31.581,1:31.254,\N,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1118,8,2,1:12.035,1:11.386,1:11.299,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1128,37,12,1:11.825,1:11.658,\N,rosa,DLR,Pedro,de la Rosa,1971-02-24,Spanish
1,McLaren,British,1140,8,2,1:30.197,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1143,31,5,1:30.890,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1163,31,5,1:15.669,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1165,8,7,1:15.923,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1180,8,2,1:10.694,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1189,31,11,1:11.681,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1201,8,3,1:14.559,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1207,31,9,1:15.406,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1220,8,2,1:19.932,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1222,31,4,1:20.382,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1239,8,1,1:14.320,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1257,31,19,\N,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1260,31,2,1:20.779,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1262,8,4,1:20.891,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1279,8,1,1:26.797,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1282,31,4,1:27.352,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1299,8,1,1:20.878,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1300,31,2,1:21.054,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1319,31,1,1:46.391,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1320,8,2,1:46.440,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1340,31,2,1:12.145,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1343,8,5,1:12.781,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1375,8,17,2:02.309,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1376,31,18,\N,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1381,8,3,1:34.488,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1383,31,5,1:35.188,\N,\N,montoya,MON,Juan,Pablo Montoya,1975-09-20,Colombian
1,McLaren,British,1405,8,7,1:20.877,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1408,14,10,1:21.049,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1422,14,4,1:37.454,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1425,8,7,1:37.858,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1443,8,5,1:36.468,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1444,14,6,1:36.477,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1463,14,3,1:32.088,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1464,8,4,1:32.197,\N,\N,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish
1,McLaren,British,1484,57,4,1:12.309,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1487,14,7,1:12.500,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1503,57,1,1:30.556,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1504,14,2,1:30.910,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1525,57,1,1:24.714,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1527,14,3,1:25.014,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1549,57,3,1:25.741,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1550,14,4,1:26.088,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1570,57,2,1:35.834,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1571,14,3,1:36.236,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1591,57,1,1:30.462,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1592,14,2,1:30.946,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1613,57,1,1:16.568,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1614,14,2,1:16.715,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1634,57,1,1:26.362,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1635,14,2,1:26.384,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1656,57,1,1:30.010,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1657,14,2,1:30.053,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1678,57,1,1:17.092,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1679,14,2,1:17.757,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1700,14,1,1:25.852,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1702,57,3,1:26.632,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1722,57,1,1:23.271,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1725,14,4,1:24.310,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1746,57,3,1:30.517,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1757,14,14,1:32.399,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1766,57,1,1:41.838,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1767,14,2,1:42.347,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1787,57,1,1:48.682,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1788,14,2,1:48.845,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1812,14,4,1:31.531,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1814,57,6,1:31.971,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1834,57,4,1:16.692,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1842,14,12,1:17.262,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1862,14,10,1:26.799,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1869,57,17,1:28.135,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1882,57,8,1:24.812,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1884,14,10,1:25.077,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1901,14,5,1:18.779,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1904,57,8,1:19.119,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1921,14,3,1:17.521,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1923,57,5,1:17.737,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1945,14,5,1:18.466,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1949,57,9,1:18.916,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1971,14,9,1:15.270,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,1972,57,10,1:15.339,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1987,57,3,1:21.797,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,1990,14,6,1:22.279,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2009,57,3,1:42.034,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2014,14,8,1:42.687,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2033,57,5,1:34.054,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2041,14,13,1:35.351,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2055,57,7,1:19.607,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2062,14,14,1:20.167,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2078,57,8,1:31.801,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2079,14,9,1:32.001,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2098,14,6,1:20.888,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2101,57,9,1:21.078,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2116,14,4,1:27.688,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2123,57,11,1:29.079,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2138,14,5,1:21.460,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2141,57,8,1:21.688,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2165,57,10,1:23.070,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2169,14,14,1:23.416,\N,\N,coulthard,COU,David,Coulthard,1971-03-27,British
1,McLaren,British,2182,57,7,1:21.399,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2184,87,9,1:21.779,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2206,57,5,1:54.529,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2218,87,17,1:58.660,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2233,57,6,1:28.343,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2236,95,9,1:29.517,\N,\N,mansell,\N,Nigel,Mansell,1953-08-08,British
1,McLaren,British,2262,57,9,1:23.833,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2263,95,10,1:23.927,\N,\N,mansell,\N,Nigel,Mansell,1953-08-08,British
1,McLaren,British,2285,57,6,1:23.857,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2289,87,10,1:24.933,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2312,57,7,1:28.910,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2315,87,10,1:29.641,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2337,57,8,1:19.238,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2342,87,13,1:20.527,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2361,57,8,1:30.140,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2363,87,10,1:30.453,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2384,57,7,1:45.849,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2385,87,8,1:46.221,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2406,57,5,1:18.363,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2414,87,13,1:20.640,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2428,57,3,1:55.435,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2431,87,6,1:56.622,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2456,57,7,1:25.920,\N,\N,hakkinen,\N,Mika,Häkkinen,1968-09-28,Finnish
1,McLaren,British,2458,87,9,1:26.472,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
1,McLaren,British,2485,87,12,1:22.914,\N,\N,blundell,\N,Mark,Blundell,1966-04-08,British
